timestamp,pitch,y_pos,z_pos,o2_level,o2_leak_rate,co2_level,net_power,total_drain,solar_input,is_scrubber_on,is_engine_on,is_anomaly
11,140.95690428429495,-0.020347132682717452,-0.004647564765332977,99.95599999999995,1,488.0,8699.996831812055,2500.0,11199.996831812055,0,1,0
12,140.96545097669102,-0.017842122101398204,0.0022437208978375502,99.95199999999994,1,496.0,8699.997963828764,2500.0,11199.997963828764,0,1,0
13,140.95727382896237,-0.025609599658023452,-0.0011689221146284397,99.94799999999994,1,504.0,8699.996885913359,2500.0,11199.996885913359,0,1,0
14,140.95020900048678,-0.02544948889630589,-0.0023624489432935818,99.94399999999993,1,512.0,8699.99577093438,2500.0,11199.99577093438,0,1,0
15,140.96989117069546,-0.019741867611682853,-0.007234281941347206,99.93999999999993,1,520.0,8699.998453569198,2500.0,11199.998453569198,0,1,0
16,140.9791201299936,-0.027867345548816466,-0.0091333365924492,99.93599999999992,1,528.0,8699.999256299046,2500.0,11199.999256299046,0,1,0
17,140.99650140086052,-0.034080110009168524,-0.011057256101886804,99.93199999999992,1,536.0,8699.999979119968,2500.0,11199.999979119968,0,1,0
18,140.98825504263425,-0.029514246347211746,-0.001560852797597656,99.92799999999991,1,544.0,8699.999764687145,2500.0,11199.999764687145,0,1,0
19,140.9980430660143,-0.020802624781690808,-0.000336198168259581,99.90799999999992,5,552.0,8699.999993467263,2500.0,11199.999993467263,0,1,1
20,141.00057489705532,-0.012025982637767081,0.003214601240659261,99.88799999999992,5,560.0,8699.9999994362,2500.0,11199.9999994362,0,1,1
21,141.00336934752448,-0.014929023761921997,0.012391690709704856,99.86799999999992,5,568.0,8699.999980634246,2500.0,11199.999980634246,0,1,1
22,141.00163670473825,-0.02271716328958864,0.01398771519796875,99.84799999999993,5,576.0,8699.999995430344,2500.0,11199.999995430344,0,1,1
23,141.0075282207493,-0.02695852430923457,0.014096546215170295,99.82799999999993,5,584.0,8699.999903322045,2500.0,11199.999903322045,0,1,1
24,141.0086781864867,-0.035698458644062785,0.015066680588568063,99.80799999999994,5,592.0,8699.999871530297,2500.0,11199.999871530297,0,1,1
25,141.0162944474273,-0.03897562761720529,0.019000535328163336,99.78799999999994,5,600.0,8699.999547079442,2500.0,11199.999547079442,0,1,1
26,140.9966586632528,-0.04663417995710032,0.017255200610308042,99.76799999999994,5,608.0,8699.999980954899,2500.0,11199.999980954899,0,1,1
27,140.98259319458703,-0.045598701972358414,0.022723793966663096,99.74799999999995,5,616.0,8699.999483130498,2500.0,11199.999483130498,0,1,1
28,140.97768633922985,-0.0504405079182769,0.02883074247459895,99.72799999999995,5,624.0,8699.999150654461,2500.0,11199.999150654461,0,1,1
29,140.97843925799708,-0.05166274624704516,0.030035621692239563,99.70799999999996,5,632.0,8699.999207005521,2500.0,11199.999207005521,0,1,1
30,140.9830039001184,-0.051914070665414744,0.03993935664137399,99.68799999999996,5,640.0,8699.99950723335,2500.0,11199.99950723335,0,1,1
31,140.96608736801267,-0.0548993750040949,0.045728848363367144,99.66799999999996,5,648.0,8699.99803815025,2500.0,11199.99803815025,0,1,1
32,140.9692147062712,-0.06054690781852613,0.05205163707997693,99.64799999999997,5,656.0,8699.99838330031,2500.0,11199.99838330031,0,1,1
33,140.98065499271408,-0.07000892461323752,0.05387906789686657,99.62799999999997,5,664.0,8699.999361618116,2500.0,11199.999361618116,0,1,1
34,140.98967278041548,-0.0694794429441908,0.06189373511738396,99.60799999999998,5,672.0,8699.999818067794,2500.0,11199.999818067794,0,1,1
35,141.0066497454582,-0.07434427609156852,0.07017990130662169,99.58799999999998,5,680.0,8699.999924568488,2500.0,11199.999924568488,0,1,1
